circbank	hg19	hg38	aliasID	exonNumber	Exons	circType	splicedLength	Assembly	geneID	geneSymbol	bestTranscriptID	Biotype	Tissue	Age	samples	HighConfidence	source
hsa_BACE2_0003100	chr21:42609439-42629253|+	chr21:41237512-41257326|+	"hsa_circ_0061776	hsa_circBACE2_006	hsa-BACE2_0002"	6.0	"42609439-42609656	42613745-42613874	42615302-42615437	42617888-42617990	42622678-42622828	42629084-42629253"	Exon-Exon	902	hg19	ENSG00000182240.11	BACE2	ENST00000330333.6	protein_coding					
hsa_ADARB1_0005100	chr21:46548316-46554747|+	chr21:45128401-45134832|+	"hsa_circ_0005037	hsa_circADARB1_004	hsa-ADARB1_0010"			Intron-Exon-Intron	6431	hg19	ENSG00000197381.11	ADARB1	ENST00000449478.1	protein_coding					
hsa_C21orf58_0001400	chr21:47722398-47738134|-	chr21:46302484-46318220|-	"hsa_circ_0009094	hsa_circC21orf58_002	hsa-C21orf58_0007"			Exon-Exon	962	hg19	ENSG00000160298.13	C21orf58	ENST00000397682.3	protein_coding					
hsa_KLHL22_0001700	chr22:20819144-20825802|-	chr22:20464857-20471515|-	"hsa_circ_0116229	hsa_circKLHL22_003	hsa-KLHL22_0001"	2.0	"20819144-20819863	20825636-20825802"	Exon-Exon	885	hg19	ENSG00000099910.12	KLHL22	ENST00000328879.4	protein_coding					
hsa_MAPK1_0008400	chr22:22160138-22162135|-	chr22:21805849-21807846|-	"hsa_circ_0008870	hsa_circMAPK1_003	hsa-MAPK1_0001"	2.0	"22160138-22160328	22161952-22162135"	Exon-Exon	373	hg19	ENSG00000100030.10	MAPK1	ENST00000215832.6	protein_coding					
hsa_SPECC1L_0001700	chr22:24698162-24709434|+	chr22:24302194-24313466|+	"hsa_circ_0007312	hsa_circSPECC1L_002	hsa-SPECC1L-ADORA2A_0027"	2.0	"24698162-24698352	24709280-24709434"	Exon-Exon	344	hg19	ENSG00000100014.15	SPECC1L	ENST00000421374.1	protein_coding					
hsa_SPECC1L_0002200	chr22:24698162-24734445|+	chr22:24302194-24338477|+	"hsa_circ_0062601	hsa_circSPECC1L_007	hsa-SPECC1L-ADORA2A_0014"	8.0	"24698162-24698352	24709280-24709434	24717255-24718886	24720187-24720395	24724813-24724887	24726223-24726399	24730377-24730541	24734353-24734445"	Exon-Exon	2689	hg19	ENSG00000100014.15	SPECC1L	ENST00000314328.9	protein_coding					
hsa_LRP5L_0002600	chr22:25771779-25777545|-	chr22:25375812-25381578|-	"hsa_circ_0003102	hsa_circLRP5L_001	hsa-LRP5L_0003"	2.0	"25771779-25771975	25777347-25777545"	Exon-Exon	394	hg19	ENSG00000100068.7	LRP5L	ENST00000444995.3	protein_coding					
hsa_CHEK2_0002400	chr22:29095825-29121355|-	chr22:28699837-28725367|-	hsa-CHEK2_0005	7.0	"29095825-29095925	29099492-29099554	29105993-29106047	29107896-29108005	29115382-29115473	29120964-29121112	29121230-29121355"	Exon-Exon	689	hg19	ENSG00000183765.16	CHEK2	ENST00000425190.2	protein_coding					
hsa_chr22_0076600	chr22:29579159-29579369|-	chr22:29183171-29183381|-	hsa-intergenic_001539	1.0	29579159-29579369	Intergenic-Intergenic	210	hg19									
hsa_PRR14L_0006600	chr22:32134372-32134897|-	chr22:31738386-31738911|-	hsa-PRR14L_0002	1.0	32134372-32134897	Exon-Exon	525	hg19	ENSG00000183530.9	PRR14L	ENST00000397493.2	protein_coding					
hsa_DEPDC5_0000800	chr22:32154531-32161046|+	chr22:31758545-31765060|+	"hsa_circ_0062938	hsa_circDEPDC5_002	hsa-DEPDC5_0020"	3.0	"32154531-32154619	32156641-32156688	32160960-32161046"	Exon-Exon	221	hg19	ENSG00000100150.12	DEPDC5	ENST00000400246.1	protein_coding					
hsa_EP300_0009600	chr22:41531816-41536261|+	chr22:41135812-41140257|+	"hsa_circ_0003184	hsa_circEP300_032	hsa-EP300_0003"	3.0	"41531816-41531910	41533656-41533794	41536143-41536261"	Exon-Exon	350	hg19	ENSG00000100393.9	EP300	ENST00000263253.7	protein_coding					
hsa_CCDC134_0000200	chr22:42204878-42206004|+	chr22:41808874-41810000|+	"hsa_circ_0063604	hsa_circCCDC134_002	hsa-CCDC134_0003"	2.0	"42204878-42204997	42205882-42206004"	Exon-Exon	241	hg19	ENSG00000100147.9	CCDC134	ENST00000255784.5	protein_coding					
hsa_CCDC134_0000300	chr22:42204878-42206295|+	chr22:41808874-41810291|+	"hsa_circ_0001238	hsa_circCCDC134_003	hsa-CCDC134_0001"	3.0	"42204878-42204997	42205882-42206004	42206210-42206295"	Exon-Exon	326	hg19	ENSG00000100147.9	CCDC134	ENST00000255784.5	protein_coding					
hsa_TCF20_0001900	chr22:42605656-42611347|-	chr22:42209650-42215341|-	"hsa_circ_0008561	hsa_circTCF20_002	hsa-TCF20_0001"	1.0	42605656-42611347	Exon-Exon	5691	hg19	ENSG00000100207.14	TCF20	ENST00000335626.4	protein_coding					
hsa_ATXN10_0001600	chr22:46085591-46098727|+	chr22:45689711-45702847|+	"hsa_circ_0004243	hsa_circATXN10_008	hsa-ATXN10_0011"	4.0	"46085591-46085783	46088875-46088958	46096161-46096258	46098568-46098727"	Exon-Exon	531	hg19	ENSG00000130638.11	ATXN10	ENST00000252934.5	protein_coding					
hsa_ATXN10_0004700	chr22:46096161-46136418|+	chr22:45700281-45740538|+	"hsa_circ_0001246	hsa_circATXN10_019	hsa-ATXN10_0003"	6.0	"46096161-46096258	46098568-46098727	46114292-46114373	46125304-46125470	46134610-46134719	46136248-46136418"	Exon-Exon	782	hg19	ENSG00000130638.11	ATXN10	ENST00000252934.5	protein_coding					
hsa_ATXN10_0007200	chr22:46125304-46136418|+	chr22:45729424-45740538|+	"hsa_circ_0001247	hsa_circATXN10_025	hsa-ATXN10_0002"	3.0	"46125304-46125470	46134610-46134719	46136248-46136418"	Exon-Exon	445	hg19	ENSG00000130638.11	ATXN10	ENST00000252934.5	protein_coding					
hsa_BRD1_0003300	chr22:50191452-50198008|-	chr22:49797804-49804360|-	"hsa_circ_0116823	hsa_circBRD1_001	hsa-BRD1_0003"	4.0	"50191452-50191765	50192205-50192334	50192635-50192767	50197851-50198008"	Exon-Exon	731	hg19	ENSG00000100425.14	BRD1	ENST00000342989.5	protein_coding					
hsa_BRD1_0004500	chr22:50197851-50217979|-	chr22:49804203-49824331|-	hsa-BRD1_0004			Exon-Exon	1538	hg19	ENSG00000100425.14	BRD1	ENST00000404760.1	protein_coding					
hsa_TUBGCP6_0001300	chr22:50660882-50662664|-	chr22:50222453-50224235|-	hsa-TUBGCP6_0008			Exon-Exon	234	hg19	ENSG00000128159.7	TUBGCP6	ENST00000439308.2	protein_coding					
hsa_FANCD2_0004500	chr3:10088263-10091189|+	chr3:10046579-10049505|+	"hsa_circ_0064220	hsa_circFANCD2_022	hsa-FANCD2_0002"	3.0	"10088263-10088407	10089600-10089735	10091057-10091189"	Exon-Exon	411	hg19	ENSG00000144554.6	FANCD2	ENST00000419585.1	protein_coding					
hsa_ZBTB11_0005500	chr3:101389973-101391057|-	chr3:101671129-101672213|-	"hsa_circ_0003179	hsa_circZBTB11_002	hsa-ZBTB11_0001"	2.0	"101389973-101390205	101390821-101391057"	Exon-Exon	468	hg19	ENSG00000066422.4	ZBTB11	ENST00000312938.4	protein_coding					
hsa_WDR52_0013000	chr3:113118752-113125888|-	chr3:113399905-113407041|-	hsa-AC026348_0020			Exon-Exon	679	hg19	ENSG00000206530.4	WDR52	ENST00000393845.2	protein_coding					
hsa_SPICE1_0004500	chr3:113207791-113225452|-	chr3:113488944-113506605|-	"hsa_circ_0006163	hsa_circSPICE1_002	hsa-SPICE1_0003"	6.0	"113207791-113207910	113212052-113212159	113212895-113212989	113218285-113218429	113222026-113222074	113225353-113225452"	Exon-Exon	611	hg19	ENSG00000163611.7	SPICE1	ENST00000295872.4	protein_coding					
hsa_ATG7_0012700	chr3:11399891-11468400|+	chr3:11358417-11426926|+	"hsa_circ_0008210	hsa_circATG7_053	hsa-ATG7_0003"	6.0	"11399891-11400086	11402054-11402258	11404286-11404402	11406132-11406208	11421445-11421526	11468277-11468400"	Exon-Exon	795	hg19	ENSG00000197548.8	ATG7	ENST00000354449.3	protein_coding					
hsa_GSK3B_0003300	chr3:119582265-119595355|-	chr3:119863418-119876508|-	"hsa_circ_0007986	hsa_circGSK3B_027	hsa-GSK3B_0006"	3.0	"119582265-119582452	119585436-119585475	119595259-119595355"	Exon-Exon	322	hg19	ENSG00000082701.10	GSK3B	ENST00000316626.5	protein_coding					
hsa_GSK3B_0003400	chr3:119582265-119624699|-	chr3:119863418-119905852|-	"hsa_circ_0008797	hsa_circGSK3B_023	hsa-GSK3B_0039"	4.0	"119582265-119582452	119585436-119585475	119595259-119595355	119624601-119624699"	Exon-Exon	420	hg19	ENSG00000082701.10	GSK3B	ENST00000316626.5	protein_coding					
hsa_GSK3B_0008100	chr3:119624601-119812440|-	chr3:119905754-120093593|-	"hsa_circ_0007157	hsa_circGSK3B_002	hsa-GSK3B_0015"	7.0	"119624601-119624699	119631550-119631657	119634890-119635021	119642219-119642330	119666114-119666198	119720892-119721086	119812193-119812440"	Exon-Exon	972	hg19	ENSG00000082701.10	GSK3B	ENST00000316626.5	protein_coding					
hsa_CCDC14_0002200	chr3:123649948-123667979|-	chr3:123931101-123949132|-	"hsa_circ_0121678	hsa_circCCDC14_004	hsa-CCDC14_0006"	7.0	"123649948-123650081	123650154-123650373	123652519-123652602	123663695-123663837	123665649-123666166	123667537-123667632	123667742-123667979"	Exon-Exon	1426	hg19	ENSG00000175455.10	CCDC14	ENST00000485727.1	protein_coding					
hsa_ZNF148_0005000	chr3:124996569-125050082|-	chr3:125277725-125331238|-	"hsa_circ_0067098	hsa_circZNF148_009	hsa-ZNF148_0018"	6.0	"124996569-124996653	124997967-124998091	125006946-125007072	125032151-125032500	125042152-125042288	125050001-125050082"	Exon-Exon	900	hg19	ENSG00000163848.14	ZNF148	ENST00000360647.4	protein_coding					
hsa_TXNRD3_0000900	chr3:126326493-126366139|-	chr3:126607650-126647296|-	"hsa_circ_0121782	hsa_circTXNRD3NB_002	hsa-TXNRD3_0014"			Exon-Exon	1835	hg19	ENSG00000197763.8	TXNRD3	ENST00000523403.1	protein_coding					
hsa_PLXND1_0004400	chr3:129304633-129305562|-	chr3:129585790-129586719|-	hsa-PLXND1_0008			Intron-Exon-Intron	524	hg19	ENSG00000004399.8	PLXND1	ENST00000393239.1	protein_coding					
hsa_STAG1_0013900	chr3:136136726-136141886|-	chr3:136417884-136423044|-	"hsa_circ_0122072	hsa_circSTAG1_031	hsa-STAG1_0043"	5.0	"136136726-136136814	136139934-136140005	136141251-136141455	136141609-136141699	136141793-136141886"	Exon-Exon	546	hg19	ENSG00000118007.8	STAG1	ENST00000434713.2	protein_coding					
hsa_CEP70_0010500	chr3:138289159-138291774|-	chr3:138570317-138572932|-	"hsa_circ_0004524	hsa_circCEP70_008	hsa-CEP70_0018"	4.0	"138289159-138289340	138289875-138289999	138290107-138290198	138291700-138291774"	Exon-Exon	470	hg19	ENSG00000114107.4	CEP70	ENST00000264982.3	protein_coding					
hsa_FAIM_0001000	chr3:138340248-138347998|+	chr3:138621406-138629156|+	"hsa_circ_0122131	hsa_circFAIM_006	hsa-FAIM_0002"	3.0	"138340248-138340381	138341029-138341258	138347948-138347998"	Exon-Exon	412	hg19	ENSG00000158234.8	FAIM	ENST00000338446.4	protein_coding					
hsa_PLS1_0001300	chr3:142383043-142396955|+	chr3:142664201-142678113|+	hsa-PLS1_0001	5.0	"142383043-142383149	142388231-142388395	142389834-142389964	142394998-142395131	142396873-142396955"	Exon-Exon	615	hg19	ENSG00000120756.8	PLS1	ENST00000337777.3	protein_coding					
hsa_TRPC1_0001700	chr3:142455220-142467302|+	chr3:142736378-142748460|+	"hsa_circ_0001345	hsa_circTRPC1_004	hsa-TRPC1_0001"	3.0	"142455220-142455375	142462326-142462428	142467099-142467302"	Exon-Exon	460	hg19	ENSG00000144935.10	TRPC1	ENST00000476941.1	protein_coding					
hsa_PLOD2_0007200	chr3:145838898-145842016|-	chr3:146121111-146124229|-	"hsa_circ_0122319	hsa_circPLOD2_001	hsa-PLOD2_0001"	2.0	"145838898-145839035	145841924-145842016"	Exon-Exon	229	hg19	ENSG00000152952.7	PLOD2	ENST00000469350.1	protein_coding					
hsa_RNF13_0004200	chr3:149563797-149629870|+	chr3:149846010-149912083|+	"hsa_circ_0003502	hsa_circRNF13_008	hsa-RNF13_0002"	6.0	"149563797-149563927	149570302-149570383	149589815-149589941	149613259-149613347	149619858-149619949	149629764-149629870"	Exon-Exon	622	hg19	ENSG00000082996.15	RNF13	ENST00000344229.3	protein_coding					
hsa_NR2C2_0011100	chr3:15073885-15076316|+	chr3:15032378-15034809|+	"hsa_circ_0064460	hsa_circNR2C2_027	hsa-NR2C2_0015"	2.0	"15073885-15074007	15076176-15076316"	Exon-Exon	262	hg19	ENSG00000177463.11	NR2C2	ENST00000323373.6	protein_coding					
hsa_GMPS_0004500	chr3:155611306-155633981|+	chr3:155893517-155916192|+	"hsa_circ_0122485	hsa_circGMPS_007	hsa-GMPS_0018"	8.0	"155611306-155611488	155615715-155615830	155621651-155621749	155623948-155624052	155628480-155628674	155628902-155629068	155632207-155632359	155633807-155633981"	Exon-Exon	1185	hg19	ENSG00000163655.11	GMPS	ENST00000496455.2	protein_coding					
hsa_RSRC1_0001200	chr3:157839891-157841780|+	chr3:158122102-158123991|+	"hsa_circ_0001355	hsa_circRSRC1_002	hsa-RSRC1_0001"	2.0	"157839891-157840087	157841654-157841780"	Exon-Exon	322	hg19	ENSG00000174891.8	RSRC1	ENST00000464171.1	protein_coding					
hsa_RSRC1_0001300	chr3:157839891-157921034|+	chr3:158122102-158203245|+	"hsa_circ_0067808	hsa_circRSRC1_003	hsa-RSRC1_0002"	3.0	"157839891-157840087	157841654-157841780	157920860-157921034"	Exon-Exon	496	hg19	ENSG00000174891.8	RSRC1	ENST00000475278.2	protein_coding					
hsa_SMC4_0005900	chr3:160131260-160137331|+	chr3:160413472-160419543|+	hsa-SMC4_0016	5.0	"160131260-160131401	160132154-160132305	160134038-160134203	160135510-160135744	160137145-160137331"	Exon-Exon	877	hg19	ENSG00000113810.11	SMC4	ENST00000357388.3	protein_coding					
hsa_OXNAD1_0002800	chr3:16327848-16345099|+	chr3:16286341-16303592|+	"hsa_circ_0001273	hsa_circOXNAD1_007	hsa-OXNAD1_0003"	5.0	"16327848-16327955	16336362-16336504	16343132-16343375	16344146-16344255	16344914-16345099"	Exon-Exon	786	hg19	ENSG00000154814.9	OXNAD1	ENST00000544043.1	protein_coding					
hsa_PHC3_0009000	chr3:169831147-169840532|-	chr3:170113359-170122744|-	"hsa_circ_0006893	hsa_circPHC3_049	hsa-PHC3_0007"	3.0	"169831147-169831307	169835013-169835264	169840378-169840532"	Exon-Exon	565	hg19	ENSG00000173889.11	PHC3	ENST00000494943.1	protein_coding					
hsa_YEATS2_0007200	chr3:183435438-183446639|+	chr3:183717650-183728851|+	"hsa_circ_0068174	hsa_circYEATS2_015	hsa-YEATS2_0001"	5.0	"183435438-183435536	183436287-183436380	183439678-183439924	183442206-183442319	183446477-183446639"	Exon-Exon	712	hg19	ENSG00000163872.11	YEATS2	ENST00000305135.5	protein_coding					
hsa_ETV5_0001400	chr3:185774863-185783861|-	chr3:186057074-186066072|-	"hsa_circ_0123075	hsa_circETV5_015	hsa-ETV5_0004"	4.0	"185774863-185775033	185775211-185775280	185782205-185782265	185783601-185783861"	Exon-Exon	559	hg19	ENSG00000244405.3	ETV5	ENST00000306376.5	protein_coding					
hsa_LPP_0019000	chr3:188426054-188478070|+	chr3:188708266-188760282|+	hsa-LPP_0008	2.0	"188426054-188426181	188477900-188478070"	Exon-Exon	297	hg19	ENSG00000145012.8	LPP	ENST00000312675.4	protein_coding					
hsa_ACAP2_0012800	chr3:195047613-195066046|-	chr3:195326884-195345317|-	"hsa_circ_0007347	hsa_circACAP2_017	hsa-ACAP2_0008"	5.0	"195047613-195047688	195053756-195053852	195057660-195057705	195063199-195063383	195065987-195066046"	Exon-Exon	459	hg19	ENSG00000114331.8	ACAP2	ENST00000326793.6	protein_coding					
hsa_LINC00969_0005300	chr3:195415403-195416309|+	chr3:195688532-195689438|+	"hsa_circ_0008267	hsa_circSDHAP2_004	hsa-LINC00969_0001"			Exon-Exon	365	hg19	ENSG00000242086.4	LINC00969	ENST00000600527.1	lincRNA					
hsa_UBXN7_0005900	chr3:196118683-196129890|-	chr3:196391812-196403019|-	"hsa_circ_0001380	hsa_circUBXN7_006	hsa-UBXN7_0006"	3.0	"196118683-196118796	196120424-196120490	196129822-196129890"	Exon-Exon	247	hg19	ENSG00000163960.7	UBXN7	ENST00000296328.4	protein_coding					
hsa_UBXN7_0006000	chr3:196118683-196134264|-	chr3:196391812-196407393|-	"hsa_circ_0123212	hsa_circUBXN7_003	hsa-UBXN7_0007"	4.0	"196118683-196118796	196120424-196120490	196129822-196129890	196134116-196134264"	Exon-Exon	395	hg19	ENSG00000163960.7	UBXN7	ENST00000296328.4	protein_coding					
hsa_SENP5_0000500	chr3:196612021-196613565|+	chr3:196885150-196886694|+	"hsa_circ_0068669	hsa_circSENP5_002	hsa-SENP5_0002"	1.0	196612021-196613565	Exon-Exon	1544	hg19	ENSG00000119231.6	SENP5	ENST00000445299.2	protein_coding					
hsa_DLG1_0010900	chr3:196807921-196846401|-	chr3:197081050-197119530|-	"hsa_circ_0007203	hsa_circDLG1_040	hsa-DLG1_0025"	6.0	"196807921-196807988	196812450-196812627	196817782-196817897	196831773-196831876	196842797-196842954	196846280-196846401"	Exon-Exon	740	hg19	ENSG00000075711.16	DLG1	ENST00000346964.2	protein_coding					
hsa_DLG1_0014200	chr3:196817782-196846401|-	chr3:197090911-197119530|-	"hsa_circ_0008583	hsa_circDLG1_038	hsa-DLG1_0024"	4.0	"196817782-196817897	196831773-196831876	196842797-196842954	196846280-196846401"	Exon-Exon	496	hg19	ENSG00000075711.16	DLG1	ENST00000346964.2	protein_coding					
hsa_DLG1_0021500	chr3:196863412-196869639|-	chr3:197136541-197142768|-	"hsa_circ_0068699	hsa_circDLG1_025	hsa-DLG1_0015"	4.0	"196863412-196863549	196865092-196865262	196867010-196867135	196869588-196869639"	Exon-Exon	483	hg19	ENSG00000075711.16	DLG1	ENST00000346964.2	protein_coding					
hsa_LRCH3_0018200	chr3:197592293-197602646|+	chr3:197865422-197875775|+	"hsa_circ_0008351	hsa_circLRCH3_067	hsa-LRCH3_0003"			Exon-Exon	384	hg19	ENSG00000186001.8	LRCH3	ENST00000452660.1	protein_coding					
hsa_SLC4A7_0006800	chr3:27424643-27493989|-	chr3:27383152-27452498|-	"hsa_circ_0123427	hsa_circSLC4A7_011	hsa-SLC4A7_0007"	23.0	"27424643-27424741	27427382-27427514	27431421-27431595	27433230-27433299	27436008-27436260	27436444-27436606	27439174-27439288	27439682-27439844	27442254-27442360	27444629-27444875	27446320-27446454	27450846-27451021	27453132-27453239	27459976-27460123	27462190-27462278	27463112-27463270	27465527-27465643	27472788-27473160	27475406-27475595	27477878-27478039	27478878-27479017	27490141-27490288	27493907-27493989"	Exon-Exon	3530	hg19	ENSG00000033867.12	SLC4A7	ENST00000454389.1	protein_coding					
hsa_SLC4A7_0019000	chr3:27459976-27493989|-	chr3:27418485-27452498|-	"hsa_circ_0123442	hsa_circSLC4A7_005	hsa-SLC4A7_0003"	10.0	"27459976-27460123	27462190-27462278	27463112-27463270	27465527-27465643	27472788-27473160	27475406-27475595	27477878-27478039	27478878-27479017	27490141-27490288	27493907-27493989"	Exon-Exon	1599	hg19	ENSG00000033867.12	SLC4A7	ENST00000454389.1	protein_coding					
hsa_SLC4A7_0021200	chr3:27475406-27493989|-	chr3:27433915-27452498|-	"hsa_circ_0064624	hsa_circSLC4A7_004	hsa-SLC4A7_0004"	5.0	"27475406-27475595	27477878-27478039	27478878-27479017	27490141-27490288	27493907-27493989"	Exon-Exon	718	hg19	ENSG00000033867.12	SLC4A7	ENST00000428005.1	retained_intron					
hsa_DYNC1LI1_0000600	chr3:32569937-32582698|-	chr3:32528445-32541206|-	"hsa_circ_0123506	hsa_circDYNC1LI1_009	hsa-DYNC1LI1_0009"	8.0	"32569937-32570093	32571031-32571152	32571775-32571820	32571952-32572012	32574477-32574589	32576002-32576138	32578502-32578596	32582528-32582698"	Exon-Exon	894	hg19	ENSG00000144635.4	DYNC1LI1	ENST00000273130.4	protein_coding					
hsa_LRRFIP2_0017200	chr3:37162982-37190529|-	chr3:37121491-37149038|-	"hsa_circ_0008386	hsa_circLRRFIP2_003	hsa-LRRFIP2_0017"	5.0	"37162982-37163027	37163125-37163182	37169120-37169171	37170553-37170640	37190384-37190529"	Exon-Exon	385	hg19	ENSG00000093167.13	LRRFIP2	ENST00000421307.1	protein_coding					
hsa_RPL14_0001800	chr3:40502897-40503739|+	chr3:40461406-40462248|+	"hsa_circ_0002102	hsa_circRPL14_010	hsa-RPL14_0001"			Exon-Exon	462	hg19	ENSG00000188846.9	RPL14	ENST00000416518.1	protein_coding					
hsa_SUMF1_0019300	chr3:4452548-4461830|-	chr3:4410864-4420146|-	"hsa_circ_0001260	hsa_circSUMF1_011	hsa-SUMF1_0001"	4.0	"4452548-4452662	4458811-4458926	4459693-4459816	4461747-4461830"	Exon-Exon	435	hg19	ENSG00000144455.9	SUMF1	ENST00000272902.5	protein_coding					
hsa_SMARCC1_0004500	chr3:47663696-47719801|-	chr3:47622206-47678311|-	"hsa_circ_0065249	hsa_circSMARCC1_103	hsa-SMARCC1_0100"	10.0	"47663696-47663831	47676679-47676834	47677511-47677626	47680214-47680270	47702783-47702945	47703823-47704082	47712147-47712207	47716964-47717078	47718118-47718272	47719687-47719801"	Exon-Exon	1324	hg19	ENSG00000173473.6	SMARCC1	ENST00000254480.5	protein_coding					
hsa_MAP4_0009800	chr3:47956306-47969840|-	chr3:47914816-47928350|-	"hsa_circ_0123981	hsa_circMAP4_012	hsa-MAP4_0007"	5.0	"47956306-47956429	47957440-47958664	47960208-47960331	47963254-47963368	47969717-47969840"	Exon-Exon	1707	hg19	ENSG00000047849.17	MAP4	ENST00000426837.2	protein_coding					
hsa_RBM6_0016700	chr3:50095160-50099541|+	chr3:50057727-50062108|+	hsa-RBM6_0007			Exon-Exon	893	hg19	ENSG00000004534.10	RBM6	ENST00000443081.1	protein_coding					
hsa_VPRBP_0005100	chr3:51474985-51477919|-	chr3:51440969-51443903|-	"hsa_circ_0007485	hsa_circVPRBP_016	hsa-DCAF1_0001"	3.0	"51474985-51475087	51475400-51475913	51477781-51477919"	Exon-Exon	753	hg19	ENSG00000145041.11	VPRBP	ENST00000504652.1	protein_coding					
hsa_RAD54L2_0001200	chr3:51575513-51586079|+	chr3:51541497-51552063|+	"hsa_circ_0001306	hsa_circRAD54L2_001	hsa-RAD54L2_0022"	1.0	51575513-51586079	Exon-Intergenic	10566	hg19	ENSG00000164080.9	RAD54L2	ENST00000602430.1	retained_intron					
hsa_NEK4_0002200	chr3:52771601-52775515|-	chr3:52737585-52741499|-	"hsa_circ_0001309	hsa_circNEK4_025	hsa-NEK4_0008"	3.0	"52771601-52771735	52773444-52773650	52775426-52775515"	Exon-Exon	429	hg19	ENSG00000114904.8	NEK4	ENST00000233027.5	protein_coding					
hsa_FAM208A_0005300	chr3:56661064-56662642|-	chr3:56627036-56628614|-	"hsa_circ_0001314	hsa_circFAM208A_052	hsa-FAM208A_0029"	3.0	"56661064-56661173	56661609-56661769	56662519-56662642"	Exon-Exon	392	hg19	ENSG00000163946.9	FAM208A	ENST00000459993.1	retained_intron					
hsa_FAM208A_0016000	chr3:56694758-56707753|-	chr3:56660730-56673725|-	"hsa_circ_0001315	hsa_circFAM208A_012	hsa-FAM208A_0001"	10.0	"56694758-56694862	56694941-56695045	56696412-56696518	56697568-56697600	56700287-56700412	56702424-56702586	56703727-56703819	56704100-56704173	56705627-56705720	56707607-56707753"	Exon-Exon	1037	hg19	ENSG00000163946.9	FAM208A	ENST00000493960.2	protein_coding					
hsa_MAGI1_0035000	chr3:65975876-65981948|-	chr3:65990201-65996273|-	hsa-MAGI1_0199			Intron-Intron	6072	hg19	ENSG00000151276.19	MAGI1	ENST00000464060.1	retained_intron					
hsa_SUCLG2_0002900	chr3:67546221-67571058|-	chr3:67495797-67520634|-	"hsa_circ_0008490	hsa_circSUCLG2_010	hsa-SUCLG2_0008"	5.0	"67546221-67546364	67548557-67548719	67559230-67559327	67568670-67568760	67570905-67571058"	Exon-Exon	645	hg19	ENSG00000172340.10	SUCLG2	ENST00000307227.5	protein_coding					
hsa_RAD18_0004800	chr3:8977554-8983488|-	chr3:8935870-8941804|-	"hsa_circ_0001264	hsa_circRAD18_008	hsa-RAD18_0002"	3.0	"8977554-8977739	8981237-8981337	8983150-8983488"	Exon-Exon	623	hg19	ENSG00000070950.5	RAD18	ENST00000264926.2	protein_coding					
