exorbase	hg19	hg38	circBase ID	Gene symbol	Gene type	Sample type	Tumor frequency of EVPs(Sample number)	Benign frequency of EVPs(Sample number)	Healthy frequency of EVPs(Sample number)	Urine frequency of EVPs(Sample number)	CSF frequency of EVPs(Sample number)	Bile frequency of EVPs(Sample number)	Tumor frequency(Sample number)	Healthy frequency(Sample number)	Urine frequency(Sample number)	CSF frequency(Sample number)	Tumor mean(EVPs)	Benign mean(EVPs)	Healthy mean(EVPs)	Urine mean(EVPs)	CSF mean(EVPs)	Bile mean(EVPs)	Tumor mean	Healthy mean	Urine mean	CSF mean	Diff group
exo_circ_075791	chr10:93841076-93851701|-	chr10:92081319-92091944|-	hsa_circ_0004224	CPEB3	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.144(1552)	0.099(372)	0.09(244)	0.312(125)	0(5)	0(21)	0.268(385)	0.183(175)	0(30)	0(4)	3.213273	2.099462	1.704918	0.561671	0.0	0.0	2.54026	1.4	0.0	0.0	EVPs in CRC(up);EVPs in PDAC(up);EVPs in SCLC(up);CHB(down);NSCLC(up);Urine(down)
exo_circ_076178	chr10:97915082-97920158|+	chr10:96155325-96160402|+	NA	ZNF518A	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.01(1552)	0.008(372)	0.004(244)	0.144(125)	0(5)	0(21)	0.091(385)	0.051(175)	0.033(30)	0(4)	0.076031	0.096774	0.004098	0.108867	0.0	0.0	0.275325	0.16	0.066667	0.0	EVPs in Urine(up);CRC(up)
exo_circ_076194	chr10:98303832-98325183|-	chr10:96544075-96565426|-	hsa_circ_0005801	TM9SF3	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.374(1552)	0.347(372)	0.328(244)	0.288(125)	0.2(5)	0.143(21)	0.288(385)	0.274(175)	0(30)	0(4)	11.846005	16.026882	10.635246	0.346376	0.2	0.761905	11.797403	8.697143	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);CRC(up);ESCA(down);Liver_Cirrhosis(up);NSCLC(down);MM(up);GC(up);Urine(down)
exo_circ_076285	chr10:99196947-99197507|-	chr10:97437190-97437750|-	hsa_circ_0004896	EXOSC1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.059(1552)	0.059(372)	0.041(244)	0.136(125)	0(5)	0(21)	0.132(385)	0.354(175)	0(30)	0(4)	0.931057	1.010753	0.836066	0.04839	0.0	0.0	3.644156	7.314286	0.0	0.0	EVPs in Urine(down);CHB(down);CRC(down);ESCA(down);NSCLC(down);GC(down);Urine(down)
exo_circ_076378	chr10:102675755-102685776|+	chr10:100915998-100926019|+	NA	SLF2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.009(1552)	0.008(372)	0.004(244)	0.048(125)	0(5)	0(21)	0.153(385)	0.074(175)	0.033(30)	0(4)	0.128222	0.026882	0.032787	0.017346	0.0	0.0	0.838961	0.405714	0.466667	0.0	EVPs in Urine(up);ESCA(up)
exo_circ_076485	chr10:103699619-103717489|-	chr10:101939862-101957732|-	hsa_circ_0004117	ARMH3	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.461(1552)	0.425(372)	0.471(244)	0.288(125)	0(5)	0.143(21)	0.753(385)	0.709(175)	0.133(30)	0(4)	14.239691	13.744624	14.561475	0.359858	0.0	0.857143	62.192208	43.6	1.266667	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in GC(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);CSF(down);MGUS(down);Urine(down)
exo_circ_076557	chr10:103916775-103917971|+	chr10:102157018-102158214|+	hsa_circ_0000257	NOLC1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.241(1552)	0.215(372)	0.139(244)	0.256(125)	0(5)	0(21)	0.569(385)	0.577(175)	0.1(30)	0(4)	7.865335	11.021505	4.635246	0.34705	0.0	0.0	7.057143	7.902857	1.4	0.0	EVPs in Benign(up);EVPs in BRCA(up);EVPs in CRC(up);EVPs in KIRC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);Urine(down)
exo_circ_076807	chr10:112352830-112358048|+	chr10:110593072-110598290|+	hsa_circ_0020022	SMC3	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.091(1552)	0.086(372)	0.107(244)	0.032(125)	0(5)	0(21)	0.403(385)	0.274(175)	0(30)	0(4)	1.818943	2.209677	1.409836	0.0061	0.0	0.0	3.075325	2.302857	0.0	0.0	EVPs in CRC(up);EVPs in MEL(down);EVPs in Urine(down);CHB(down);Urine(down)
exo_circ_077327	chr10:121685547-121693299|+	chr10:119926035-119933787|+	hsa_circ_0020203	SEC23IP	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.077(1552)	0.059(372)	0.053(244)	0.16(125)	0(5)	0(21)	0.229(385)	0.149(175)	0.033(30)	0(4)	1.341495	1.139785	0.844262	0.1224	0.0	0.0	1.631169	0.565714	0.2	0.0	EVPs in Urine(down);CRC(up);ESCA(up);GC(up)
exo_circ_077351	chr10:122618154-122650399|+	chr10:120858642-120890887|+	hsa_circ_0020220	WDR11	protein coding gene	Blood;EVPs in Urine	0.001(1552)	0.003(372)	0(244)	0.032(125)	0(5)	0(21)	0.026(385)	0.04(175)	0(30)	0(4)	0.030928	0.045699	0.0	0.02162	0.0	0.0	0.161039	0.108571	0.0	0.0	EVPs in Urine(up);GC(down)
exo_circ_077505	chr10:126631025-126631876|+	chr10:124942456-124943307|+	hsa_circ_0000268	AL731577.2	lncRNA gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.553(1552)	0.495(372)	0.41(244)	0.152(125)	0(5)	0(21)	0.675(385)	0.623(175)	0.2(30)	0(4)	25.780284	28.72043	21.811475	0.441425	0.0	0.0	14.451948	13.885714	2.066667	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in KIRC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);Urine(down)
exo_circ_077507	chr10:126631025-126650977|+	chr10:124942456-124962408|+	hsa_circ_0004451	AL731577.1	lncRNA gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.079(1552)	0.083(372)	0.049(244)	0.16(125)	0(5)	0(21)	0.275(385)	0.274(175)	0.1(30)	0(4)	1.522552	1.69086	1.344262	0.212327	0.0	0.0	1.706494	2.034286	0.833333	0.0	EVPs in Urine(down);CHB(down);CRC(up);MGUS(down)
exo_circ_077518	chr10:126727565-126799662|-	chr10:125038996-125111093|-	hsa_circ_0005418	CTBP2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.144(1552)	0.11(372)	0.102(244)	0.304(125)	0(5)	0.095(21)	0.475(385)	0.463(175)	0.167(30)	0(4)	2.237113	2.244624	2.709016	0.504049	0.0	1.0	4.384416	5.108571	3.733333	0.0	EVPs in GC(down);EVPs in MEL(down);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);Urine(down)
exo_circ_077580	chr10:128768965-128798571|+	chr10:126970701-127000307|+	hsa_circ_0002669	DOCK1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.416(1552)	0.339(372)	0.43(244)	0.544(125)	0.2(5)	0.19(21)	0.192(385)	0.337(175)	0(30)	0(4)	11.155928	10.467742	12.27459	3.071091	1.0	3.619048	3.324675	5.691429	0.0	0.0	EVPs in GBM(down);EVPs in MEL(down);CHB(down);CRC(down);ESCA(down);NSCLC(down);MM(up);GC(down);Urine(down)
exo_circ_077582	chr10:128768965-128810638|+	chr10:126970701-127012374|+	hsa_circ_0020384	DOCK1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.039(1552)	0.03(372)	0.049(244)	0.064(125)	0(5)	0(21)	0.265(385)	0.154(175)	0.067(30)	0(4)	0.44201	0.405914	0.889344	0.05761	0.0	0.0	1.633766	1.011429	0.133333	0.0	EVPs in MEL(down);CRC(up);GC(up)
exo_circ_077591	chr10:128768965-128908618|+	chr10:126970701-127110354|+	hsa_circ_0020396	DOCK1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.003(1552)	0.003(372)	0.004(244)	0.216(125)	0(5)	0.095(21)	0.01(385)	0(175)	0.2(30)	0(4)	0.014175	0.282258	0.040984	0.181171	0.0	0.666667	0.025974	0.0	6.7	0.0	EVPs in Urine(up);Urine(up)
exo_circ_077592	chr10:128768965-128926028|+	chr10:126970701-127127764|+	hsa_circ_0020397	DOCK1	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.024(1552)	0.011(372)	0.02(244)	0.632(125)	0(5)	0.19(21)	0.109(385)	0.086(175)	0.767(30)	0.25(4)	0.459407	0.513441	0.495902	5.545905	0.0	3.190476	0.457143	0.417143	118.9	0.5	EVPs in Bile(up);EVPs in OV(up);EVPs in Urine(up);Urine(up)
exo_circ_077615	chr10:128816973-128836080|+	chr10:127018709-127037816|+	NA	DOCK1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.016(1552)	0.024(372)	0.012(244)	0.04(125)	0(5)	0(21)	0.005(385)	0.011(175)	0(30)	0(4)	0.272552	1.005376	0.098361	0.051651	0.0	0.0	0.012987	0.028571	0.0	0.0	NA
exo_circ_077647	chr10:129905471-129917583|-	chr10:128107207-128119319|-	NA	MKI67	protein coding gene	Blood;EVPs in Blood	0.009(1552)	0.016(372)	0.004(244)	0(125)	0(5)	0(21)	0.109(385)	0.086(175)	0(30)	0(4)	0.127577	0.236559	0.192623	0.0	0.0	0.0	0.696104	0.16	0.0	0.0	EVPs in CRC(up);Urine(down)
exo_circ_077703	chr10:133784141-133787447|-	chr10:131970637-131973943|-	hsa_circ_0005972	BNIP3	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.112(1552)	0.105(372)	0.09(244)	0.12(125)	0(5)	0(21)	0.577(385)	0.366(175)	0.033(30)	0(4)	0.940077	0.94086	1.827869	0.063532	0.0	0.0	8.194805	6.422857	0.166667	0.0	EVPs in MEL(down);CHB(down);Urine(down)
exo_circ_077770	chr11:581491-582081|+	chr11:581491-582081|+	NA	PHRF1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.07(1552)	0.073(372)	0.086(244)	0.096(125)	0(5)	0(21)	0.018(385)	0.063(175)	0.1(30)	0(4)	1.126289	1.776882	1.70082	0.097465	0.0	0.0	0.062338	0.331429	1.666667	0.0	EVPs in SCLC(up);CRC(down);HCC(down);MGUS(up);GC(down)
exo_circ_078027	chr11:6962801-6977013|+	chr11:6941570-6955782|+	hsa_circ_0008338	ZNF215	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.103(1552)	0.075(372)	0.111(244)	0.16(125)	0(5)	0(21)	0.317(385)	0.114(175)	0.033(30)	0(4)	1.678479	1.666667	1.147541	0.100491	0.0	0.0	3.267532	0.782857	0.1	0.0	EVPs in CRC(up);EVPs in MEL(down);CRC(up);ESCA(up);NSCLC(up);GC(up)
exo_circ_078065	chr11:9225206-9229179|-	chr11:9203659-9207632|-	hsa_circ_0004099	DENND5A	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.05(1552)	0.032(372)	0.049(244)	0.072(125)	0(5)	0(21)	0.039(385)	0.017(175)	0.1(30)	0(4)	0.970361	1.080645	1.401639	0.160747	0.0	0.0	0.246753	0.051429	2.666667	0.0	EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down)
exo_circ_078290	chr11:12785725-12785981|+	chr11:12764178-12764434|+	NA	TEAD1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.044(1552)	0.03(372)	0.037(244)	0.352(125)	0(5)	0.19(21)	0.029(385)	0.057(175)	0(30)	0(4)	1.063144	0.766129	4.17623	0.333018	0.0	2.904762	0.067532	0.24	0.0	0.0	EVPs in Urine(down)
exo_circ_078576	chr11:18305341-18307006|-	chr11:18283794-18285459|-	hsa_circ_0007484	HPS5	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.038(1552)	0.022(372)	0.008(244)	0.088(125)	0(5)	0(21)	0.4(385)	0.126(175)	0(30)	0(4)	0.570876	0.731183	0.012295	0.029558	0.0	0.0	3.394805	1.154286	0.0	0.0	EVPs in CRC(up);CRC(up);ESCA(up);NSCLC(up);GC(up)
exo_circ_078582	chr11:18312988-18314523|-	chr11:18291441-18292976|-	hsa_circ_0000280	HPS5	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.532(1552)	0.39(372)	0.398(244)	0.32(125)	0(5)	0.143(21)	0.021(385)	0.183(175)	0(30)	0(4)	21.414948	16.416667	15.04918	0.391166	0.0	0.904762	0.257143	3.114286	0.0	0.0	EVPs in BRCA(up);EVPs in GBM(down);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);CRC(down);ESCA(down);HCC(down);NSCLC(down);MGUS(down);MM(down);Urine(down)
exo_circ_079209	chr11:44129232-44135851|+	chr11:44107682-44114301|+	hsa_circ_0009018	EXT2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.059(1552)	0.056(372)	0.074(244)	0.064(125)	0(5)	0(21)	0.223(385)	0.103(175)	0.033(30)	0(4)	0.815722	0.932796	0.553279	0.034959	0.0	0.0	1.433766	0.554286	0.1	0.0	EVPs in OV(up);CRC(up);ESCA(up);NSCLC(up);GC(up)
exo_circ_079212	chr11:44129232-44193292|+	chr11:44107682-44171742|+	NA	EXT2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.001(1552)	0(372)	0.008(244)	0.008(125)	0(5)	0(21)	0.026(385)	0.017(175)	0(30)	0(4)	0.010954	0.0	0.184426	0.00039	0.0	0.0	0.062338	0.074286	0.0	0.0	NA
exo_circ_079224	chr11:45883610-45893784|+	chr11:45862059-45872233|+	hsa_circ_0000295	CRY2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.198(1552)	0.175(372)	0.221(244)	0.24(125)	0.2(5)	0.048(21)	0.075(385)	0.034(175)	0(30)	0(4)	4.942655	5.905914	6.946721	0.262349	9.2	0.333333	0.420779	1.16	0.0	0.0	EVPs in MEL(down);CRC(down)
exo_circ_079251	chr11:45986865-46001517|-	chr11:45965314-45979966|-	NA	PHF21A	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.173(1552)	0.134(372)	0.164(244)	0.064(125)	0(5)	0.048(21)	0.262(385)	0.211(175)	0.033(30)	0(4)	2.884665	3.002688	3.602459	0.128215	0.0	0.571429	0.716883	0.451429	0.033333	0.0	EVPs in MEL(down);EVPs in Urine(down);CRC(up)
exo_circ_079294	chr11:46515157-46534363|-	chr11:46493607-46512813|-	hsa_circ_0007061	AMBRA1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.102(1552)	0.081(372)	0.115(244)	0.168(125)	0(5)	0(21)	0.27(385)	0.211(175)	0(30)	0(4)	2.315722	2.306452	2.495902	0.118598	0.0	0.0	1.288312	1.222857	0.0	0.0	CHB(down);Urine(down)
exo_circ_079295	chr11:46515157-46570050|-	chr11:46493607-46548500|-	hsa_circ_0008415	AMBRA1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.006(1552)	0.005(372)	0.004(244)	0.016(125)	0(5)	0(21)	0.021(385)	0.006(175)	0(30)	0(4)	0.093428	0.013441	0.008197	0.001276	0.0	0.0	0.031169	0.04	0.0	0.0	NA
exo_circ_079359	chr11:46829580-46842819|-	chr11:46808030-46821268|-	NA	CKAP5	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.134(1552)	0.099(372)	0.143(244)	0.104(125)	0(5)	0(21)	0.431(385)	0.251(175)	0.067(30)	0(4)	1.480026	2.344086	1.147541	0.231715	0.0	0.0	10.574026	3.325714	0.4	0.0	EVPs in OV(up);CHB(down);CRC(up);NSCLC(up);GC(up);Urine(down)
exo_circ_079371	chr11:46837748-46842819|-	chr11:46816197-46821268|-	hsa_circ_0021929	CKAP5	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.1(1552)	0.094(372)	0.119(244)	0.032(125)	0(5)	0(21)	0.636(385)	0.44(175)	0.033(30)	0(4)	1.563789	3.521505	1.663934	0.019386	0.0	0.0	9.722078	5.885714	0.033333	0.0	EVPs in Urine(down);CHB(down);CRC(up);Urine(down)
exo_circ_079639	chr11:59410352-59415386|-	chr11:59642879-59647913|-	hsa_circ_0022201	PATL1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.03(1552)	0.022(372)	0.025(244)	0.048(125)	0(5)	0(21)	0.366(385)	0.32(175)	0(30)	0(4)	0.345361	0.188172	0.672131	0.021754	0.0	0.0	2.101299	2.137143	0.0	0.0	MM(up);GC(up);Urine(down)
exo_circ_079642	chr11:59426338-59426942|-	chr11:59658865-59659469|-	hsa_circ_0004162	PATL1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.624(1552)	0.54(372)	0.57(244)	0.416(125)	0(5)	0.19(21)	0.795(385)	0.851(175)	0.333(30)	0(4)	28.139175	21.836022	25.229508	1.003018	0.0	3.285714	62.067532	46.445714	2.566667	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in KIRC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CHB(down);NSCLC(up);MM(up);Urine(down)
exo_circ_079784	chr11:63426232-63426724|-	chr11:63658760-63659252|-	hsa_circ_0022601	ATL3	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.133(1552)	0.097(372)	0.098(244)	0.152(125)	0(5)	0.048(21)	0.081(385)	0.034(175)	0(30)	0(4)	2.862758	2.306452	1.860656	0.062388	0.0	0.095238	1.612987	0.257143	0.0	0.0	EVPs in OV(up);EVPs in SCLC(up);CRC(up);MM(up)
exo_circ_080604	chr11:70505932-70507783|-	chr11:70659827-70661678|-	NA	SHANK2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.031(1552)	0.024(372)	0.033(244)	0.272(125)	0(5)	0.143(21)	0.052(385)	0.08(175)	0(30)	0(4)	0.317655	0.180108	0.454918	0.532808	0.0	1.0	0.298701	0.205714	0.0	0.0	HCC(down)
exo_circ_080666	chr11:72695132-72700142|-	chr11:72984087-72989097|-	hsa_circ_0005918	FCHSD2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.707(1552)	0.656(372)	0.705(244)	0.304(125)	0.2(5)	0.048(21)	0.13(385)	0.023(175)	0(30)	0(4)	58.287371	54.282258	53.72541	0.282593	39.2	0.666667	21.116883	4.8	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in ML(down);EVPs in OV(up);EVPs in Urine(down);CRC(up);GC(up)
exo_circ_080696	chr11:73387751-73390765|-	chr11:73676706-73679720|-	NA	RAB6A	protein coding gene	Blood;EVPs in Blood;Urine	0.01(1552)	0.016(372)	0.016(244)	0(125)	0(5)	0(21)	0.195(385)	0.109(175)	0.033(30)	0(4)	0.070232	0.142473	0.07377	0.0	0.0	0.0	1.007792	0.382857	0.066667	0.0	CRC(up);HCC(down);GC(up)
exo_circ_080720	chr11:73418464-73429935|-	chr11:73707419-73718890|-	hsa_circ_0004596	RAB6A	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.663(1552)	0.599(372)	0.561(244)	0.344(125)	0.2(5)	0.19(21)	0.073(385)	0.097(175)	0(30)	0(4)	44.796392	41.44086	36.45082	0.485688	24.4	4.0	7.358442	3.394286	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);CRC(down);ESCA(down);HCC(up);NSCLC(down);GC(down);Urine(down)
exo_circ_080745	chr11:73789159-73789762|-	chr11:74078114-74078717|-	hsa_circ_0001981	C2CD3	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.037(1552)	0.019(372)	0.045(244)	0.024(125)	0(5)	0(21)	0.029(385)	0.046(175)	0(30)	0(4)	0.630155	0.454301	0.286885	0.007922	0.0	0.0	0.088312	0.377143	0.0	0.0	NA
exo_circ_080884	chr11:76174864-76183884|+	chr11:76463820-76472840|+	hsa_circ_0007458	EMSY	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.399(1552)	0.379(372)	0.471(244)	0.272(125)	0(5)	0(21)	0.13(385)	0.137(175)	0(30)	0(4)	12.483247	13.607527	16.389344	0.272899	0.0	0.0	34.581818	19.302857	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in NSCLC(down);EVPs in Urine(down);ESCA(down);HCC(down);NSCLC(down);GC(up);Urine(down)
exo_circ_081135	chr11:82872368-82895950|+	chr11:83161326-83184908|+	NA	PCF11	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.015(1552)	0.011(372)	0.012(244)	0.032(125)	0(5)	0.048(21)	0.094(385)	0.086(175)	0(30)	0(4)	0.277706	0.241935	0.188525	0.005522	0.0	0.714286	0.184416	0.308571	0.0	0.0	EVPs in SCLC(up);EVPs in Urine(up)
exo_circ_081235	chr11:85685750-85695016|-	chr11:85974707-85983973|-	hsa_circ_0006629	PICALM	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.448(1552)	0.409(372)	0.262(244)	0.176(125)	0(5)	0.048(21)	0.66(385)	0.577(175)	0.233(30)	0(4)	15.198454	15.962366	6.942623	0.11871	0.0	0.285714	14.075325	13.942857	4.766667	0.0	EVPs in Benign(up);EVPs in BRCA(up);EVPs in CRC(up);EVPs in GBM(down);EVPs in MEL(down);EVPs in NSCLC(up);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);MM(up);Urine(down)
exo_circ_081310	chr11:85722072-85742653|-	chr11:86011029-86031611|-	hsa_circ_0000347	PICALM	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.611(1552)	0.524(372)	0.553(244)	0.288(125)	0(5)	0.048(21)	0.117(385)	0.063(175)	0.5(30)	0(4)	28.798325	30.865591	28.897541	0.244866	0.0	0.047619	15.807792	10.594286	5.6	0.0	EVPs in Bile(down);EVPs in CSF(down);EVPs in GBM(down);EVPs in GC(down);EVPs in MEL(down);EVPs in Urine(down);CRC(up);HCC(up);MM(up);GC(down);Urine(down)
exo_circ_081481	chr11:93429485-93433352|+	chr11:93696319-93700186|+	NA	CEP295	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Urine;Urine	0.113(1552)	0.089(372)	0.086(244)	0.2(125)	0(5)	0(21)	0.545(385)	0.394(175)	0.067(30)	0.25(4)	2.119201	1.892473	2.127049	0.276618	0.0	0.0	5.862338	3.182857	0.1	17.0	EVPs in OV(up);EVPs in Urine(down);CRC(up);ESCA(up);NSCLC(up);Urine(down)
exo_circ_082935	chr11:128963515-129034322|-	chr11:129093620-129164427|-	hsa_circ_0024843	ARHGAP32	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.207(1552)	0.164(372)	0.242(244)	0.248(125)	0(5)	0.048(21)	0.696(385)	0.514(175)	0(30)	0(4)	6.047036	3.174731	9.0	0.325597	0.0	0.142857	26.007792	16.708571	0.0	0.0	EVPs in Benign(down);EVPs in Bile(down);EVPs in GBM(down);EVPs in KIRC(down);EVPs in MEL(down);EVPs in NSCLC(down);CHB(down);NSCLC(up);Urine(down)
exo_circ_082942	chr11:128993340-128994789|-	chr11:129123445-129124894|-	hsa_circ_0000371	ARHGAP32	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.068(1552)	0.048(372)	0.066(244)	0.128(125)	0(5)	0.048(21)	0.543(385)	0.4(175)	0(30)	0(4)	0.76933	0.532258	0.856557	0.080013	0.0	0.142857	7.511688	5.222857	0.0	0.0	EVPs in OV(up);EVPs in Urine(down);CHB(down);Urine(down)
exo_circ_083027	chr12:459786-465703|-	chr12:350620-356537|-	hsa_circ_0024946	KDM5A	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.227(1552)	0.177(372)	0.18(244)	0.208(125)	0(5)	0.143(21)	0.566(385)	0.526(175)	0.133(30)	0(4)	5.688144	4.526882	5.680328	0.153061	0.0	1.904762	5.662338	7.628571	0.133333	0.0	EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);CHB(down);Urine(down)
exo_circ_083435	chr12:7556130-7586290|-	chr12:7403534-7433694|-	hsa_circ_0025349	CD163L1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.023(1552)	0.019(372)	0.025(244)	0.04(125)	0(5)	0(21)	0.117(385)	0.103(175)	0(30)	0(4)	0.552835	0.120968	0.295082	0.017209	0.0	0.0	0.506494	0.251429	0.0	0.0	CRC(up)
exo_circ_083739	chr12:14576842-14578407|+	chr12:14423908-14425473|+	NA	ATF7IP	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.356(1552)	0.277(372)	0.311(244)	0.176(125)	0(5)	0(21)	0.483(385)	0.177(175)	0(30)	0(4)	11.344716	8.540323	9.594262	0.072942	0.0	0.0	17.916883	4.12	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in GC(down);EVPs in MEL(down);EVPs in ML(down);EVPs in Urine(down);CHB(down);CRC(up);ESCA(up);HCC(down);NSCLC(up);GC(up);Urine(down)
exo_circ_084244	chr12:26217430-26220646|+	chr12:26064497-26067713|+	hsa_circ_0025641	RASSF8	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.052(1552)	0.03(372)	0.037(244)	0.12(125)	0(5)	0.048(21)	0.01(385)	0.029(175)	0(30)	0(4)	1.284149	0.693548	1.045082	0.456656	0.0	0.285714	0.041558	0.08	0.0	0.0	EVPs in Urine(down);CRC(down)
exo_circ_084408	chr12:27143382-27152609|-	chr12:26990449-26999676|-	hsa_circ_0007478	TM7SF3	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.043(1552)	0.035(372)	0.02(244)	0.096(125)	0(5)	0(21)	0.042(385)	0.034(175)	0(30)	0(4)	0.786727	0.862903	0.438525	0.063463	0.0	0.0	0.212987	0.108571	0.0	0.0	EVPs in MEL(down);EVPs in ML(down)
exo_circ_084472	chr12:27521194-27533337|+	chr12:27368261-27380404|+	hsa_circ_0001964	ARNTL2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.126(1552)	0.062(372)	0.086(244)	0.048(125)	0(5)	0(21)	0.595(385)	0.406(175)	0.033(30)	0(4)	2.082474	0.827957	1.606557	0.024648	0.0	0.0	11.374026	8.417143	0.033333	0.0	EVPs in CRC(up);EVPs in MEL(down);CHB(down);CRC(up);NSCLC(up);GC(up);Urine(down)
exo_circ_084476	chr12:27521194-27556474|+	chr12:27368261-27403541|+	hsa_circ_0025722	ARNTL2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.028(1552)	0.035(372)	0.02(244)	0.008(125)	0(5)	0.048(21)	0.231(385)	0.149(175)	0(30)	0(4)	0.201675	0.80914	0.106557	0.001475	0.0	0.380952	1.212987	0.794286	0.0	0.0	EVPs in CRC(up);NSCLC(up)
